"Course Title","Courses - LONG_CLASS_TITLE","First Name","Last Name","Quarter","Invites","Resp.","%Resp","Q1 Average Number of Hours Per Week Spent in Preparation","Q2 Info Clearly Conveyed","Q3 Info Conveyed In an Interesting Way","Q4 Acquired Useful Tools","Q5 Amount Learned from Course","Q6 Recommend Course to Others"
"BUSN 33101 01","Advanced Microeconomic Analysis","Kevin","Murphy","Autumn 2020","63","39","61.900000000000000","8.670000000000000","4.620000000000000","4.820000000000000","4.670000000000000","4.510000000000000","4.440000000000000"
"BUSN 33101 81","Advanced Microeconomic Analysis","Kevin","Murphy","Autumn 2020","53","32","60.380000000000000","8.880000000000000","4.380000000000000","4.690000000000000","4.470000000000000","4.220000000000000","4.130000000000000"
"BUSN 33112 81","Business in Historical Perspective","Richard","Hornbeck","Winter 2020","65","47","72.310000000000000","2.890000000000000","3.800000000000000","3.500000000000000","3.520000000000000","3.350000000000000","3.570000000000000"
"BUSN 33113 81","History of Economics Ideas","Brian","Barry","Summer 2020","42","26","61.900000000000000","3.420000000000000","4.270000000000000","4.040000000000000","3.960000000000000","3.920000000000000","4.000000000000000"
"BUSN 33222 81","Sports Analytics","Kevin","Murphy","Spring 2020","26","11","42.310000000000000","7.730000000000000","4.730000000000000","4.910000000000000","4.730000000000000","4.640000000000000","4.450000000000000"
"BUSN 33222 81","Sports Analytics","John P","Huizinga","Spring 2020","26","11","42.310000000000000","7.730000000000000","4.730000000000000","4.640000000000000","4.730000000000000","4.640000000000000","4.450000000000000"
"BUSN 33301 81","Management, Unions, and Collective Bargaining","Richard","Jenkins","Summer 2020","43","31","72.090000000000000","4.290000000000000","4.100000000000000","4.290000000000000","4.230000000000000","3.940000000000000","3.870000000000000"
"BUSN 33305 01","The Firm and the Non-Market Environment","Marianne","Bertrand","Spring 2020","70","22","31.430000000000000","3.950000000000000","4.230000000000000","4.050000000000000","4.360000000000000","4.140000000000000","4.270000000000000"
"BUSN 33305 81","The Firm and the Non-Market Environment","Marianne","Bertrand","Spring 2020","69","33","47.830000000000000","4.550000000000000","3.970000000000000","3.850000000000000","3.910000000000000","3.700000000000000","3.880000000000000"
"BUSN 33305 85","The Firm and the Non-Market Environment","Marianne","Bertrand","Spring 2020","70","32","45.710000000000000","4.880000000000000","4.380000000000000","4.190000000000000","4.250000000000000","3.970000000000000","4.060000000000000"
"BUSN 33310 81","Employment Law for Entrepreneurs and Managers","David","Pogrund","Autumn 2020","24","17","70.830000000000000","3.820000000000000","4.710000000000000","4.710000000000000","4.650000000000000","4.590000000000000","4.710000000000000"
"BUSN 33314 01","Big Problems","Kevin","Murphy","Spring 2020","20","9","45.000000000000000","4.000000000000000","3.890000000000000","3.670000000000000","3.560000000000000","3.220000000000000","3.330000000000000"
"BUSN 33314 01","Big Problems","Anup","Malani","Spring 2020","20","9","45.000000000000000","4.000000000000000","4.220000000000000","4.000000000000000","3.560000000000000","3.220000000000000","3.330000000000000"
"BUSN 33314 01","Big Problems","David A","Weisbach","Spring 2020","20","9","45.000000000000000","4.000000000000000","4.000000000000000","3.670000000000000","3.560000000000000","3.220000000000000","3.330000000000000"
"BUSN 33314 01","Big Problems","Robert H","Topel","Spring 2020","20","9","45.000000000000000","4.000000000000000","4.110000000000000","3.890000000000000","3.560000000000000","3.220000000000000","3.330000000000000"
"BUSN 33403 01","Advanced Macroeconomics","Anil K","Kashyap","Spring 2020","59","24","40.680000000000000","6.670000000000000","3.960000000000000","4.210000000000000","4.290000000000000","4.290000000000000","4.250000000000000"
"BUSN 33450 01","Real Estate Investments I","Joseph","Pagliari Jr.","Winter 2020","58","33","56.900000000000000","4.670000000000000","3.850000000000000","3.420000000000000","4.000000000000000","3.640000000000000","3.300000000000000"
"BUSN 33450 81","Real Estate Investments I","Joseph","Pagliari Jr.","Winter 2020","40","22","55.000000000000000","5.450000000000000","4.180000000000000","4.140000000000000","4.270000000000000","4.180000000000000","3.910000000000000"
"BUSN 33450 85","Real Estate Investments I","Joseph","Pagliari Jr.","Winter 2020","32","20","62.500000000000000","5.050000000000000","4.350000000000000","4.450000000000000","4.600000000000000","4.250000000000000","4.400000000000000"
"BUSN 33451 81","Real Estate Investments II","Joseph","Pagliari Jr.","Spring 2020","38","17","44.740000000000000","6.180000000000000","4.240000000000000","4.000000000000000","4.350000000000000","4.240000000000000","4.120000000000000"
"BUSN 33471 01","Business, Politics, and Ethics","Brian","Barry","Spring 2020","42","21","50.000000000000000","3.240000000000000","3.620000000000000","4.000000000000000","4.000000000000000","3.900000000000000","4.140000000000000"
"BUSN 33471 81","Business, Politics, and Ethics","Brian","Barry","Winter 2020","32","17","53.130000000000000","3.590000000000000","4.000000000000000","4.120000000000000","4.000000000000000","3.710000000000000","4.120000000000000"
"BUSN 33471 85","Business, Politics, and Ethics","Brian","Barry","Winter 2020","25","10","40.000000000000000","4.400000000000000","4.900000000000000","4.800000000000000","4.600000000000000","4.600000000000000","4.800000000000000"
"BUSN 33501 01","International Commercial Policy","Rodrigo","Adao","Winter 2020","14","7","50.000000000000000","6.000000000000000","4.290000000000000","4.570000000000000","3.860000000000000","3.570000000000000","4.140000000000000"
"BUSN 33501 01","International Commercial Policy","Rodrigo","Adao","Autumn 2020","4","3","75.000000000000000","4.330000000000000","4.670000000000000","4.000000000000000","4.670000000000000","4.000000000000000","4.000000000000000"
"BUSN 33501 02","International Commercial Policy","Rodrigo","Adao","Autumn 2020","18","9","50.000000000000000","3.780000000000000","3.780000000000000","3.890000000000000","4.110000000000000","3.670000000000000","3.330000000000000"
"BUSN 33501 81","International Commercial Policy","Rodrigo","Adao","Autumn 2020","8","4","50.000000000000000","3.750000000000000","4.500000000000000","4.500000000000000","4.250000000000000","3.750000000000000","4.000000000000000"
"BUSN 33501 85","International Commercial Policy","Rodrigo","Adao","Winter 2020","13","8","61.540000000000000","4.500000000000000","4.630000000000000","4.500000000000000","4.750000000000000","4.500000000000000","4.500000000000000"
"BUSN 33502 01","International Financial Policy","Rohan","Kekre","Spring 2020","55","29","52.730000000000000","4.340000000000000","4.900000000000000","4.690000000000000","4.660000000000000","4.550000000000000","4.690000000000000"
"BUSN 33502 01","International Financial Policy","Brent","Neiman","Autumn 2020","54","37","68.520000000000000","4.490000000000000","4.270000000000000","4.110000000000000","4.190000000000000","4.030000000000000","4.050000000000000"
"BUSN 33502 02","International Financial Policy","Rohan","Kekre","Spring 2020","44","23","52.270000000000000","3.220000000000000","4.740000000000000","4.570000000000000","4.610000000000000","4.390000000000000","4.480000000000000"
"BUSN 33502 81","International Financial Policy","Rohan","Kekre","Spring 2020","48","18","37.500000000000000","4.220000000000000","4.720000000000000","4.890000000000000","4.940000000000000","4.940000000000000","5.000000000000000"
"BUSN 33502 81","International Financial Policy","Brent","Neiman","Autumn 2020","29","19","65.520000000000000","5.160000000000000","4.580000000000000","4.420000000000000","4.470000000000000","4.370000000000000","4.210000000000000"
"BUSN 33502 85","International Financial Policy","Brent","Neiman","Autumn 2020","24","17","70.830000000000000","5.820000000000000","4.530000000000000","4.530000000000000","4.180000000000000","3.880000000000000","3.880000000000000"
"BUSN 33503 01","Managing the Firm in the Global Economy","Jonathan","Dingel","Winter 2020","57","29","50.880000000000000","4.140000000000000","4.520000000000000","4.450000000000000","4.210000000000000","3.970000000000000","4.310000000000000"
"BUSN 33503 81","Managing the Firm in the Global Economy","Jonathan","Dingel","Winter 2020","54","36","66.670000000000000","4.060000000000000","4.360000000000000","4.440000000000000","4.170000000000000","4.000000000000000","4.250000000000000"
"BUSN 33503 85","Managing the Firm in the Global Economy","Jonathan","Dingel","Winter 2020","50","38","76.000000000000000","4.450000000000000","4.160000000000000","4.080000000000000","3.970000000000000","3.680000000000000","3.840000000000000"
"BUSN 33520 01","The Wealth of Nations","Chang-Tai","Hsieh","Autumn 2020","49","33","67.350000000000000","4.820000000000000","4.150000000000000","4.360000000000000","4.180000000000000","3.970000000000000","4.120000000000000"
"BUSN 33520 81","The Wealth of Nations","Chang-Tai","Hsieh","Autumn 2020","46","33","71.740000000000000","6.210000000000000","4.060000000000000","4.210000000000000","4.000000000000000","3.760000000000000","3.970000000000000"
"BUSN 33520 85","The Wealth of Nations","Chang-Tai","Hsieh","Autumn 2020","35","25","71.430000000000000","4.960000000000000","4.080000000000000","4.360000000000000","4.000000000000000","4.000000000000000","3.960000000000000"
"BUSN 33701 01","Energy Policy Practicum","Robert H","Topel","Spring 2020","7","2","28.570000000000000","3.500000000000000","4.500000000000000","4.000000000000000","4.500000000000000","4.500000000000000","4.500000000000000"
"BUSN 33801 88","Microeconomics","Lars","Stole","Autumn 2020","88","33","37.500000000000000","15.180000000000000","4.420000000000000","4.210000000000000","4.300000000000000","4.030000000000000","4.210000000000000"
"BUSN 33801 92","Microeconomics","Lars","Stole","Autumn 2020","52","39","75.000000000000000","13.510000000000000","4.130000000000000","3.920000000000000","4.050000000000000","3.590000000000000","3.870000000000000"
"BUSN 33801 93","Microeconomics","Lars","Stole","Autumn 2020","79","49","62.030000000000000","10.550000000000000","4.330000000000000","4.040000000000000","4.350000000000000","4.100000000000000","4.270000000000000"
"BUSN 33840 88","Macroeconomics","Erik G","Hurst","Autumn 2020","87","47","54.020000000000000","8.830000000000000","4.770000000000000","4.720000000000000","4.790000000000000","4.740000000000000","4.810000000000000"
"BUSN 33840 92","Macroeconomics","Steven Joseph","Davis","Autumn 2020","41","28","68.290000000000000","10.390000000000000","3.360000000000000","2.820000000000000","3.540000000000000","3.070000000000000","2.860000000000000"
"BUSN 33840 93","Macroeconomics","Steven Joseph","Davis","Autumn 2020","59","29","49.150000000000000","6.970000000000000","4.410000000000000","4.310000000000000","4.340000000000000","4.100000000000000","4.140000000000000"
"BUSN 33882 88","Money, Banking, and the Financial Crisis","Randall S","Kroszner","Summer 2020","73","30","41.100000000000000","7.170000000000000","4.830000000000000","4.770000000000000","4.670000000000000","4.630000000000000","4.770000000000000"
"BUSN 33883 88","Challenge and Crisis: Economic Policy in a Changing World","Austan D","Goolsbee","Summer 2020","75","28","37.330000000000000","7.930000000000000","4.680000000000000","4.790000000000000","4.680000000000000","4.570000000000000","4.710000000000000"
"BUSN 33883 88","Challenge and Crisis: Economic Policy in a Changing World","Raghuram G","Rajan","Summer 2020","75","28","37.330000000000000","7.930000000000000","4.790000000000000","4.750000000000000","4.680000000000000","4.570000000000000","4.710000000000000"
"BUSN 33903 50","Microeconomics Reading and Research Seminar","Eric","Budish","Autumn 2020","8","2","25.000000000000000","2.000000000000000","5.000000000000000","5.000000000000000","4.500000000000000","4.500000000000000","4.500000000000000"
"BUSN 33914 50","Topics Information Economics","Emir","Kamenica","Autumn 2020","12","8","66.670000000000000","9.250000000000000","4.750000000000000","4.630000000000000","4.630000000000000","4.630000000000000","4.750000000000000"
"BUSN 33915 50","Market Design","Eric","Budish","Spring 2020","13","6","46.150000000000000","8.330000000000000","4.170000000000000","4.000000000000000","4.000000000000000","3.670000000000000","3.670000000000000"
"BUSN 33921 50","Advanced Industrial Organization I","Chad","Syverson","Autumn 2020","13","8","61.540000000000000","5.880000000000000","4.500000000000000","4.630000000000000","4.500000000000000","4.130000000000000","4.250000000000000"
"BUSN 33923 50","Advanced Industrial Organization III","Dennis W","Carlton","Spring 2020","7","4","57.140000000000000","5.500000000000000","5.000000000000000","5.000000000000000","4.750000000000000","4.750000000000000","4.750000000000000"
"BUSN 33946 50","International Macroeconomics and Trade","Jonathan","Dingel","Autumn 2020","4","2","50.000000000000000","15.000000000000000","5.000000000000000","4.500000000000000","5.000000000000000","5.000000000000000","5.000000000000000"
"BUSN 33949 50","Applied Macroeconomics: Heterogeneity and Macro","Rohan","Kekre","Winter 2020","5","4","80.000000000000000","5.000000000000000","5.000000000000000","5.000000000000000","5.000000000000000","5.000000000000000","5.000000000000000"
"BUSN 33949 50","Applied Macroeconomics: Heterogeneity and Macro","Joseph","Vavra","Winter 2020","5","4","80.000000000000000","5.000000000000000","5.000000000000000","5.000000000000000","5.000000000000000","5.000000000000000","5.000000000000000"
"BUSN 34101 01","Entrepreneurial Finance and Private Equity","Eric","Zwick","Spring 2020","60","19","31.670000000000000","5.420000000000000","3.840000000000000","3.470000000000000","3.840000000000000","3.420000000000000","3.370000000000000"
"BUSN 34101 01","Entrepreneurial Finance and Private Equity","Scott F","Meadow","Winter 2020","65","52","80.000000000000000","8.850000000000000","4.540000000000000","4.770000000000000","4.690000000000000","4.580000000000000","4.630000000000000"
"BUSN 34101 01","Entrepreneurial Finance and Private Equity","Steven Neil","Kaplan","Autumn 2020","68","43","63.240000000000000","5.440000000000000","4.230000000000000","4.370000000000000","4.470000000000000","4.120000000000000","4.210000000000000"
"BUSN 34101 02","Entrepreneurial Finance and Private Equity","Steven Neil","Kaplan","Autumn 2020","69","43","62.320000000000000","6.280000000000000","4.400000000000000","4.490000000000000","4.530000000000000","4.350000000000000","4.490000000000000"
"BUSN 34101 81","Entrepreneurial Finance and Private Equity","Scott F","Meadow","Summer 2020","62","46","74.190000000000000","9.520000000000000","4.590000000000000","4.700000000000000","4.850000000000000","4.700000000000000","4.780000000000000"
"BUSN 34101 81","Entrepreneurial Finance and Private Equity","Eric","Zwick","Spring 2020","36","12","33.330000000000000","5.080000000000000","4.830000000000000","4.420000000000000","4.580000000000000","4.250000000000000","4.500000000000000"
"BUSN 34101 81","Entrepreneurial Finance and Private Equity","Scott F","Meadow","Winter 2020","65","55","84.620000000000000","9.840000000000000","4.470000000000000","4.840000000000000","4.690000000000000","4.600000000000000","4.710000000000000"
"BUSN 34101 85","Entrepreneurial Finance and Private Equity","Steven Neil","Kaplan","Autumn 2020","65","49","75.380000000000000","7.730000000000000","4.630000000000000","4.800000000000000","4.820000000000000","4.780000000000000","4.730000000000000"
"BUSN 34102 01","New Venture Strategy","James","Schrager","Spring 2020","64","27","42.190000000000000","4.110000000000000","4.410000000000000","4.670000000000000","4.700000000000000","4.590000000000000","4.590000000000000"
"BUSN 34102 01","New Venture Strategy","James","Schrager","Winter 2020","65","60","92.310000000000000","3.630000000000000","4.800000000000000","4.820000000000000","4.800000000000000","4.700000000000000","4.750000000000000"
"BUSN 34102 01","New Venture Strategy","James","Schrager","Autumn 2020","64","27","42.190000000000000","4.440000000000000","4.520000000000000","4.780000000000000","4.560000000000000","4.480000000000000","4.440000000000000"
"BUSN 34102 02","New Venture Strategy","Gregory","Bunch","Winter 2020","65","33","50.770000000000000","4.060000000000000","4.550000000000000","4.880000000000000","4.480000000000000","4.240000000000000","4.580000000000000"
"BUSN 34102 81","New Venture Strategy","James","Schrager","Summer 2020","65","51","78.460000000000000","3.610000000000000","4.760000000000000","4.840000000000000","4.820000000000000","4.760000000000000","4.840000000000000"
"BUSN 34102 81","New Venture Strategy","Gregory","Bunch","Spring 2020","58","19","32.760000000000000","4.210000000000000","4.370000000000000","4.320000000000000","4.320000000000000","3.950000000000000","4.000000000000000"
"BUSN 34102 81","New Venture Strategy","Gregory","Bunch","Autumn 2020","53","50","94.340000000000000","3.820000000000000","4.640000000000000","4.780000000000000","4.460000000000000","4.240000000000000","4.440000000000000"
"BUSN 34102 85","New Venture Strategy","James","Schrager","Winter 2020","65","54","83.080000000000000","4.430000000000000","4.780000000000000","4.850000000000000","4.910000000000000","4.830000000000000","4.890000000000000"
"BUSN 34103 81","Building the New Venture","Lindsey","Pippel Lyman","Autumn 2020","36","23","63.890000000000000","5.520000000000000","4.390000000000000","4.390000000000000","4.260000000000000","4.000000000000000","4.040000000000000"
"BUSN 34104 01","Special Topics in Entrepreneurship: Developing a New Venture (New Venture Challenge)","Steven Neil","Kaplan","Spring 2020","42","8","19.050000000000000","17.380000000000000","4.630000000000000","4.500000000000000","4.750000000000000","4.500000000000000","4.630000000000000"
"BUSN 34104 81","Special Topics in Entrepreneurship: Developing a New Venture (New Venture Challenge)","Ellen","Rudnick","Spring 2020","41","20","48.780000000000000","17.200000000000000","4.450000000000000","4.400000000000000","4.450000000000000","4.450000000000000","4.650000000000000"
"BUSN 34104 81","Special Topics in Entrepreneurship: Developing a New Venture (New Venture Challenge)","Mark","Tebbe","Spring 2020","41","20","48.780000000000000","17.200000000000000","4.550000000000000","4.500000000000000","4.450000000000000","4.450000000000000","4.650000000000000"
"BUSN 34106 01","Commercializing Innovation: Tools to Research and Analyze Private Enterprises","Scott F","Meadow","Spring 2020","51","27","52.940000000000000","9.850000000000000","4.440000000000000","4.330000000000000","4.700000000000000","4.440000000000000","4.440000000000000"
"BUSN 34106 01","Commercializing Innovation: Tools to Research and Analyze Private Enterprises","Scott F","Meadow","Autumn 2020","54","35","64.810000000000000","6.540000000000000","4.460000000000000","4.140000000000000","4.490000000000000","4.170000000000000","4.290000000000000"
"BUSN 34106 81","Commercializing Innovation: Tools to Research and Analyze Private Enterprises","Scott F","Meadow","Autumn 2020","53","40","75.470000000000000","8.230000000000000","4.730000000000000","4.750000000000000","4.830000000000000","4.750000000000000","4.750000000000000"
"BUSN 34106 85","Commercializing Innovation: Tools to Research and Analyze Private Enterprises","Scott F","Meadow","Spring 2020","46","12","26.090000000000000","8.920000000000000","4.830000000000000","4.920000000000000","5.000000000000000","5.000000000000000","5.000000000000000"
"BUSN 34108 01","Innovation Leadership","Lindsey","Pippel Lyman","Winter 2020","27","20","74.070000000000000","3.850000000000000","4.500000000000000","4.500000000000000","4.250000000000000","3.950000000000000","4.050000000000000"
"BUSN 34108 81","Innovation Leadership","Lindsey","Pippel Lyman","Winter 2020","39","34","87.180000000000000","3.530000000000000","4.410000000000000","4.560000000000000","4.440000000000000","4.150000000000000","4.210000000000000"
"BUSN 34108 85","Innovation Leadership","Lindsey","Pippel Lyman","Winter 2020","39","28","71.790000000000000","4.180000000000000","4.290000000000000","4.570000000000000","4.290000000000000","4.070000000000000","4.250000000000000"
"BUSN 34110 01","Social Enterprise Lab","Christina","Hachikian","Winter 2020","22","15","68.180000000000000","7.130000000000000","4.270000000000000","3.930000000000000","4.070000000000000","4.000000000000000","3.800000000000000"
"BUSN 34111 01","Entrepreneurial Selling","Michael","Alter","Winter 2020","52","23","44.230000000000000","4.390000000000000","4.520000000000000","4.430000000000000","4.350000000000000","4.040000000000000","3.870000000000000"
"BUSN 34111 01","Entrepreneurial Selling","Michael","Alter","Autumn 2020","60","35","58.330000000000000","4.630000000000000","4.540000000000000","4.510000000000000","4.400000000000000","4.200000000000000","4.060000000000000"
"BUSN 34111 81","Entrepreneurial Selling","Michael","Alter","Spring 2020","48","23","47.920000000000000","5.090000000000000","4.520000000000000","4.570000000000000","4.480000000000000","4.220000000000000","4.260000000000000"
"BUSN 34111 81","Entrepreneurial Selling","Michael","Alter","Winter 2020","33","15","45.450000000000000","5.730000000000000","4.670000000000000","4.670000000000000","4.670000000000000","4.530000000000000","4.530000000000000"
"BUSN 34111 81","Entrepreneurial Selling","Michael","Alter","Autumn 2020","53","33","62.260000000000000","5.480000000000000","4.520000000000000","4.480000000000000","4.420000000000000","4.210000000000000","4.300000000000000"
"BUSN 34113 81","Impact Investing","Priya","Khetarpal","Spring 2020","23","8","34.780000000000000","3.630000000000000","4.630000000000000","4.380000000000000","4.500000000000000","4.130000000000000","3.880000000000000"
"BUSN 34113 81","Impact Investing","Robert H","Gertner","Spring 2020","23","8","34.780000000000000","3.630000000000000","4.130000000000000","4.000000000000000","4.500000000000000","4.130000000000000","3.880000000000000"
"BUSN 34115 01","New Social Ventures","Robert H","Gertner","Spring 2020","12","6","50.000000000000000","15.830000000000000","4.830000000000000","4.830000000000000","4.500000000000000","4.830000000000000","4.670000000000000"
"BUSN 34115 81","New Social Ventures","Robert H","Gertner","Spring 2020","13","3","23.080000000000000","10.670000000000000","4.330000000000000","3.330000000000000","5.000000000000000","4.670000000000000","4.670000000000000"
"BUSN 34117 01","Social Entrepreneurship and Innovation","Robert H","Gertner","Winter 2020","17","7","41.180000000000000","4.860000000000000","4.290000000000000","4.000000000000000","4.290000000000000","3.860000000000000","4.140000000000000"
"BUSN 34117 85","Social Entrepreneurship and Innovation","Robert H","Gertner","Winter 2020","20","11","55.000000000000000","4.090000000000000","4.180000000000000","4.000000000000000","4.000000000000000","3.910000000000000","4.090000000000000"
"BUSN 34205 01","Life Sciences: Innovation and Finance","Joshua","Fairbank","Spring 2020","65","21","32.310000000000000","3.620000000000000","4.000000000000000","4.100000000000000","4.100000000000000","3.950000000000000","3.860000000000000"
"BUSN 34206 01","Women As CEOs, Entrepreneurs, Investors, Executives & Directors","Alyssa","Rapp","Spring 2020","57","33","57.890000000000000","4.060000000000000","4.150000000000000","4.360000000000000","4.030000000000000","3.970000000000000","4.270000000000000"
"BUSN 34207 01","New Venture Tech","Ralph","Shayne","Spring 2020","42","16","38.100000000000000","2.250000000000000","2.690000000000000","2.630000000000000","2.750000000000000","2.130000000000000","2.250000000000000"
"BUSN 34302 01","Entrepreneurship through Acquisition","Brian","O'Connor","Winter 2020","64","44","68.750000000000000","4.750000000000000","4.890000000000000","4.930000000000000","4.750000000000000","4.660000000000000","4.800000000000000"
"BUSN 34302 01","Entrepreneurship through Acquisition","Mark","Agnew","Winter 2020","64","44","68.750000000000000","4.750000000000000","4.800000000000000","4.910000000000000","4.750000000000000","4.660000000000000","4.800000000000000"
"BUSN 34302 81","Entrepreneurship through Acquisition","Brian","O'Connor","Autumn 2020","64","54","84.380000000000000","4.060000000000000","4.540000000000000","4.430000000000000","4.350000000000000","4.170000000000000","4.300000000000000"
"BUSN 34302 81","Entrepreneurship through Acquisition","Mark","Agnew","Autumn 2020","64","54","84.380000000000000","4.060000000000000","4.570000000000000","4.560000000000000","4.350000000000000","4.170000000000000","4.300000000000000"
"BUSN 34305 01","Private Equity Transactions","Stephen","Ritchie","Autumn 2020","22","9","40.910000000000000","4.670000000000000","4.220000000000000","3.440000000000000","3.890000000000000","3.560000000000000","3.440000000000000"
"BUSN 34501 01","Entrepreneurship for Science and Medicine","Robert","Altman","Spring 2020","14","7","50.000000000000000","4.430000000000000","4.140000000000000","3.860000000000000","4.000000000000000","3.860000000000000","3.860000000000000"
"BUSN 34501 01","Entrepreneurship for Science and Medicine","Robert","Altman","Autumn 2020","14","11","78.570000000000000","4.000000000000000","5.000000000000000","4.820000000000000","4.640000000000000","4.550000000000000","4.730000000000000"
"BUSN 34502 01","Intro to Venture Capital: A Toolkit for Analyzing and Financing Startups","Scott F","Meadow","Winter 2020","24","4","16.670000000000000","2.000000000000000","4.750000000000000","4.750000000000000","4.750000000000000","4.500000000000000","4.500000000000000"
"BUSN 34702 81","Private Equity/Venture Capital Lab","Christopher","Mcgowan","Spring 2020","66","29","43.940000000000000","5.030000000000000","4.900000000000000","4.900000000000000","4.900000000000000","4.720000000000000","4.900000000000000"
"BUSN 34702 81","Private Equity/Venture Capital Lab","Ira","Weiss","Spring 2020","66","29","43.940000000000000","5.030000000000000","4.100000000000000","4.100000000000000","4.900000000000000","4.720000000000000","4.900000000000000"
"BUSN 34702 81","Private Equity/Venture Capital Lab","Jason","Heltzer","Spring 2020","66","29","43.940000000000000","5.030000000000000","4.170000000000000","4.170000000000000","4.900000000000000","4.720000000000000","4.900000000000000"
"BUSN 34702 82","Private Equity/Venture Capital Lab","Christopher","Mcgowan","Spring 2020","58","30","51.720000000000000","17.470000000000000","4.070000000000000","4.130000000000000","4.670000000000000","4.500000000000000","4.600000000000000"
"BUSN 34702 82","Private Equity/Venture Capital Lab","Ira","Weiss","Spring 2020","58","30","51.720000000000000","17.470000000000000","4.600000000000000","4.670000000000000","4.670000000000000","4.500000000000000","4.600000000000000"
"BUSN 34702 82","Private Equity/Venture Capital Lab","Jason","Heltzer","Spring 2020","58","30","51.720000000000000","17.470000000000000","4.770000000000000","4.770000000000000","4.670000000000000","4.500000000000000","4.600000000000000"
"BUSN 34704 81","Real Estate Lab: Real Estate Challenge","Joseph","Pagliari Jr.","Autumn 2020","11","7","63.640000000000000","5.290000000000000","5.000000000000000","4.710000000000000","4.710000000000000","4.710000000000000","4.710000000000000"
"BUSN 34705 01","Entrepreneurial Discovery","Mark","Tebbe","Autumn 2020","57","45","78.950000000000000","5.330000000000000","4.420000000000000","4.620000000000000","4.240000000000000","4.160000000000000","4.330000000000000"
"BUSN 34705 02","Entrepreneurial Discovery","Mark","Tebbe","Autumn 2020","47","41","87.230000000000000","4.610000000000000","4.460000000000000","4.460000000000000","4.410000000000000","4.150000000000000","4.220000000000000"
"BUSN 34709 01","Lab to Launch","Jason","Blumberg","Winter 2020","24","16","66.670000000000000","5.880000000000000","4.130000000000000","4.250000000000000","4.380000000000000","4.190000000000000","4.250000000000000"
"BUSN 34709 01","Lab to Launch","Keith","Crandell","Winter 2020","24","16","66.670000000000000","5.880000000000000","4.380000000000000","4.690000000000000","4.380000000000000","4.190000000000000","4.250000000000000"
"BUSN 34722 81","Scaling Social Innovation Search Lab","Christina","Hachikian","Spring 2020","13","4","30.770000000000000","8.500000000000000","4.000000000000000","4.000000000000000","4.250000000000000","4.000000000000000","4.250000000000000"
"BUSN 34726 01","Global Social Impact Practicum II","Caroline","Grossman","Winter 2020","15","14","93.330000000000000","5.290000000000000","4.360000000000000","4.360000000000000","4.570000000000000","4.930000000000000","4.930000000000000"
"BUSN 34815 87","Building the New Venture","H Waverly","Deutsch","Summer 2020","62","32","51.610000000000000","6.250000000000000","4.250000000000000","4.280000000000000","4.380000000000000","4.190000000000000","4.250000000000000"
"BUSN 34815 88","Building the New Venture","H Waverly","Deutsch","Summer 2020","60","28","46.670000000000000","6.680000000000000","4.460000000000000","4.570000000000000","4.430000000000000","4.320000000000000","4.390000000000000"
"BUSN 34816 88","Innovation Strategy and Management","Robert","Wolcott","Summer 2020","73","26","35.620000000000000","5.270000000000000","4.540000000000000","4.620000000000000","4.350000000000000","4.270000000000000","4.380000000000000"
"BUSN 34825 88","Entrepreneurial Finance and Venture Capital","Scott F","Meadow","Summer 2020","62","51","82.260000000000000","6.100000000000000","4.750000000000000","4.550000000000000","4.760000000000000","4.610000000000000","4.590000000000000"
"BUSN 34826 88","Entrepreneurial Finance and Private Equity","Per","Stromberg","Summer 2020","76","44","57.890000000000000","9.410000000000000","4.550000000000000","4.410000000000000","4.550000000000000","4.340000000000000","4.450000000000000"
"BUSN 34901 50","Asset Pricing I","G M","Constantinides","Autumn 2020","12","9","75.000000000000000","12.890000000000000","4.560000000000000","4.440000000000000","4.440000000000000","4.220000000000000","4.000000000000000"
"BUSN 34901 50","Asset Pricing I","John","Heaton","Autumn 2020","12","9","75.000000000000000","12.890000000000000","3.780000000000000","3.440000000000000","4.440000000000000","4.220000000000000","4.000000000000000"
"BUSN 34902 50","Asset Pricing II","Lars P","Hansen","Winter 2020","8","4","50.000000000000000","11.250000000000000","4.750000000000000","4.750000000000000","4.500000000000000","4.500000000000000","4.500000000000000"
"BUSN 34902 50","Asset Pricing II","Stefan","Nagel","Winter 2020","8","4","50.000000000000000","11.250000000000000","4.250000000000000","4.000000000000000","4.500000000000000","4.500000000000000","4.500000000000000"
"BUSN 34903 50","Corporate Finance I","Douglas W","Diamond","Autumn 2020","9","7","77.780000000000000","13.570000000000000","4.430000000000000","4.430000000000000","4.710000000000000","4.570000000000000","4.290000000000000"
"BUSN 34903 50","Corporate Finance I","Zhiguo","He","Autumn 2020","9","7","77.780000000000000","13.570000000000000","4.430000000000000","4.290000000000000","4.710000000000000","4.570000000000000","4.290000000000000"
"BUSN 34904 50","Corporate Finance II","Amir","Sufi","Winter 2020","14","7","50.000000000000000","13.000000000000000","5.000000000000000","5.000000000000000","4.860000000000000","4.860000000000000","4.860000000000000"
"BUSN 35000 01","Investments","Alexander","Chinco","Spring 2020","65","30","46.150000000000000","3.000000000000000","3.270000000000000","3.000000000000000","3.830000000000000","3.330000000000000","3.300000000000000"
